status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,date,time,vehicleCount,X_id,REPORT_ID
OK,57,68,937,57,2014-02-18,00:00:00,0,768288,194905
OK,56,69,937,56,2014-02-18,00:10:00,1,769186,194905
OK,56,69,937,56,2014-02-18,00:20:00,0,770084,194905
OK,56,69,937,56,2014-02-18,00:30:00,0,770982,194905
OK,56,69,937,56,2014-02-18,00:40:00,0,771880,194905
OK,56,69,937,56,2014-02-18,00:50:00,0,772778,194905
OK,56,69,937,56,2014-02-18,01:00:00,0,773676,194905
OK,51,76,937,51,2014-02-18,01:15:00,1,775023,194905
OK,49,79,937,49,2014-02-18,01:25:00,2,775921,194905
OK,60,64,937,60,2014-02-18,01:35:00,0,776819,194905
OK,60,64,937,60,2014-02-18,01:45:00,0,777717,194905
OK,60,64,937,60,2014-02-18,01:55:00,0,778615,194905
OK,60,64,937,60,2014-02-18,02:05:00,0,779513,194905
OK,63,61,937,63,2014-02-18,02:15:00,0,780411,194905
OK,63,61,937,63,2014-02-18,02:25:00,0,781309,194905
OK,63,61,937,63,2014-02-18,02:35:00,0,782207,194905
OK,63,61,937,63,2014-02-18,02:45:00,0,783105,194905
OK,63,61,937,63,2014-02-18,02:55:00,0,784003,194905
OK,64,60,937,64,2014-02-18,03:05:00,1,784901,194905
OK,46,84,937,46,2014-02-18,03:15:00,1,785799,194905
OK,46,84,937,46,2014-02-18,03:25:00,0,786697,194905
OK,52,74,937,52,2014-02-18,03:35:00,3,787595,194905
OK,59,66,937,59,2014-02-18,03:45:00,1,788493,194905
OK,49,79,937,49,2014-02-18,03:55:00,3,789391,194905
OK,44,88,937,44,2014-02-18,04:05:00,0,790289,194905
OK,62,62,937,62,2014-02-18,04:15:00,7,791187,194905
OK,58,67,937,58,2014-02-18,04:25:00,5,792085,194905
OK,56,69,937,56,2014-02-18,04:35:00,6,792983,194905
OK,66,59,937,66,2014-02-18,04:45:00,7,793881,194905
OK,60,64,937,60,2014-02-18,04:55:00,8,794779,194905
OK,58,67,937,58,2014-02-18,05:05:00,7,795677,194905
OK,61,63,937,61,2014-02-18,05:15:00,14,796575,194905
OK,61,63,937,61,2014-02-18,05:25:00,11,797473,194905
OK,63,61,937,63,2014-02-18,05:35:00,17,798371,194905
OK,66,59,937,66,2014-02-18,05:45:00,19,799269,194905
OK,67,58,937,67,2014-02-18,05:55:00,26,800167,194905
OK,70,55,937,70,2014-02-18,06:05:00,18,801065,194905
OK,69,56,937,69,2014-02-18,06:15:00,12,801963,194905
OK,68,57,937,68,2014-02-18,06:25:00,23,802861,194905
