status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,date,time,vehicleCount,X_id,REPORT_ID
OK,99,47,813,99,2014-02-22,00:05:00,0,1276155,198031
OK,80,59,813,80,2014-02-22,00:15:00,1,1276928,198031
OK,70,67,813,70,2014-02-22,00:30:00,2,1278150,198031
OK,65,72,813,65,2014-02-22,00:40:00,0,1278800,198031
OK,55,86,813,55,2014-02-22,00:50:00,1,1279644,198031
OK,71,66,813,71,2014-02-22,01:00:00,3,1280301,198031
OK,82,57,813,82,2014-02-22,01:15:00,1,1281648,198031
OK,82,57,813,82,2014-02-22,01:25:00,0,1282546,198031
OK,76,62,813,76,2014-02-22,01:35:00,1,1283444,198031
OK,76,62,813,76,2014-02-22,01:45:00,0,1284342,198031
OK,76,62,813,76,2014-02-22,01:55:00,0,1285240,198031
OK,94,50,813,94,2014-02-22,02:05:00,2,1286138,198031
OK,94,50,813,94,2014-02-22,02:15:00,0,1287036,198031
OK,83,57,813,83,2014-02-22,02:25:00,0,1287934,198031
OK,83,57,813,83,2014-02-22,02:35:00,0,1288831,198031
OK,83,57,813,83,2014-02-22,02:45:00,0,1289729,198031
OK,83,57,813,83,2014-02-22,02:55:00,0,1290627,198031
OK,83,57,813,83,2014-02-22,03:05:00,0,1291525,198031
OK,71,66,813,71,2014-02-22,03:15:00,1,1292423,198031
OK,71,66,813,71,2014-02-22,03:25:00,0,1293321,198031
OK,71,66,813,71,2014-02-22,03:35:00,0,1294219,198031
OK,71,66,813,71,2014-02-22,03:45:00,0,1295117,198031
OK,71,66,813,71,2014-02-22,03:55:00,0,1296015,198031
OK,71,66,813,71,2014-02-22,04:05:00,0,1296913,198031
OK,71,66,813,71,2014-02-22,04:15:00,0,1297811,198031
OK,71,66,813,71,2014-02-22,04:25:00,0,1298709,198031
OK,74,64,813,74,2014-02-22,04:35:00,2,1299607,198031
OK,81,58,813,81,2014-02-22,04:45:00,0,1300505,198031
OK,92,51,813,92,2014-02-22,04:55:00,1,1301403,198031
OK,92,51,813,92,2014-02-22,05:05:00,0,1302241,198031
OK,92,51,813,92,2014-02-22,05:15:00,0,1303099,198031
