status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,date,time,vehicleCount,X_id,REPORT_ID
OK,83,57,813,83,2014-02-18,00:00:00,0,768164,198031
OK,83,57,813,83,2014-02-18,00:10:00,0,769062,198031
OK,83,57,813,83,2014-02-18,00:20:00,0,769960,198031
OK,83,57,813,83,2014-02-18,00:30:00,0,770858,198031
OK,83,57,813,83,2014-02-18,00:40:00,0,771756,198031
OK,83,57,813,83,2014-02-18,00:50:00,0,772654,198031
OK,83,57,813,83,2014-02-18,01:00:00,0,773552,198031
OK,83,57,813,83,2014-02-18,01:15:00,0,774899,198031
OK,83,57,813,83,2014-02-18,01:25:00,0,775797,198031
OK,83,57,813,83,2014-02-18,01:35:00,0,776695,198031
OK,83,57,813,83,2014-02-18,01:45:00,0,777593,198031
OK,83,57,813,83,2014-02-18,01:55:00,0,778491,198031
OK,83,57,813,83,2014-02-18,02:05:00,0,779389,198031
OK,83,57,813,83,2014-02-18,02:15:00,0,780287,198031
OK,83,57,813,83,2014-02-18,02:25:00,0,781185,198031
OK,83,57,813,83,2014-02-18,02:35:00,0,782083,198031
OK,83,57,813,83,2014-02-18,02:45:00,0,782981,198031
OK,83,57,813,83,2014-02-18,02:55:00,0,783879,198031
OK,83,57,813,83,2014-02-18,03:05:00,0,784777,198031
OK,83,57,813,83,2014-02-18,03:15:00,0,785675,198031
OK,73,64,813,73,2014-02-18,03:25:00,0,786573,198031
OK,73,64,813,73,2014-02-18,03:35:00,0,787471,198031
OK,77,61,813,77,2014-02-18,03:45:00,1,788369,198031
OK,77,61,813,77,2014-02-18,03:55:00,0,789267,198031
OK,73,64,813,73,2014-02-18,04:05:00,0,790165,198031
OK,73,64,813,73,2014-02-18,04:15:00,0,791063,198031
OK,62,76,813,62,2014-02-18,04:25:00,1,791961,198031
OK,82,57,813,82,2014-02-18,04:35:00,0,792859,198031
OK,82,57,813,82,2014-02-18,04:45:00,0,793757,198031
OK,83,57,813,83,2014-02-18,04:55:00,0,794655,198031
OK,83,57,813,83,2014-02-18,05:05:00,0,795553,198031
OK,89,53,813,89,2014-02-18,05:15:00,0,796451,198031
OK,95,49,813,95,2014-02-18,05:25:00,0,797349,198031
OK,96,49,813,96,2014-02-18,05:35:00,6,798247,198031
OK,97,48,813,97,2014-02-18,05:45:00,3,799145,198031
OK,81,58,813,81,2014-02-18,05:55:00,6,800043,198031
OK,106,44,813,106,2014-02-18,06:05:00,6,800941,198031
OK,111,42,813,111,2014-02-18,06:15:00,6,801839,198031
OK,91,52,813,91,2014-02-18,06:25:00,5,802737,198031
OK,107,44,813,107,2014-02-18,06:35:00,8,803635,198031
OK,124,38,813,124,2014-02-18,06:45:00,11,804533,198031
OK,106,44,813,106,2014-02-18,06:55:00,7,805431,198031
OK,106,44,813,106,2014-02-18,07:05:00,3,806329,198031
OK,139,34,813,139,2014-02-18,07:15:00,10,807227,198031
OK,91,52,813,91,2014-02-18,07:25:00,6,808125,198031
OK,93,51,813,93,2014-02-18,07:35:00,3,809023,198031
OK,95,49,813,95,2014-02-18,07:45:00,5,809921,198031
OK,81,58,813,81,2014-02-18,07:55:00,6,810819,198031
OK,89,53,813,89,2014-02-18,08:05:00,3,811717,198031
OK,109,43,813,109,2014-02-18,08:15:00,3,812615,198031
OK,100,47,813,100,2014-02-18,08:25:00,3,813513,198031
OK,87,54,813,87,2014-02-18,08:35:00,9,814411,198031
OK,75,63,813,75,2014-02-18,08:45:00,5,815309,198031
OK,89,53,813,89,2014-02-18,08:55:00,5,816207,198031
OK,92,51,813,92,2014-02-18,09:05:00,1,817105,198031
OK,88,53,813,88,2014-02-18,09:15:00,11,818003,198031
OK,88,53,813,88,2014-02-18,09:25:00,2,818901,198031
OK,87,54,813,87,2014-02-18,09:35:00,12,819799,198031
OK,99,47,813,99,2014-02-18,09:45:00,7,820697,198031
OK,101,46,813,101,2014-02-18,09:55:00,9,821595,198031
OK,77,61,813,77,2014-02-18,10:05:00,2,822493,198031
OK,106,44,813,106,2014-02-18,10:15:00,6,823391,198031
OK,93,51,813,93,2014-02-18,10:25:00,3,824289,198031
OK,106,44,813,106,2014-02-18,10:35:00,12,825187,198031
OK,90,52,813,90,2014-02-18,10:45:00,8,826085,198031
OK,99,47,813,99,2014-02-18,10:55:00,6,826983,198031
OK,135,35,813,135,2014-02-18,11:05:00,5,827881,198031
OK,79,60,813,79,2014-02-18,11:15:00,12,828779,198031
OK,97,48,813,97,2014-02-18,11:25:00,6,829677,198031
OK,94,50,813,94,2014-02-18,11:35:00,10,830575,198031
OK,99,47,813,99,2014-02-18,11:45:00,9,831473,198031
OK,111,42,813,111,2014-02-18,11:55:00,8,832371,198031
OK,79,60,813,79,2014-02-18,12:05:00,8,833269,198031
OK,102,46,813,102,2014-02-18,12:15:00,9,834167,198031
OK,92,51,813,92,2014-02-18,12:25:00,8,835065,198031
OK,80,59,813,80,2014-02-18,12:35:00,4,835963,198031
OK,89,53,813,89,2014-02-18,12:45:00,8,836861,198031
OK,96,49,813,96,2014-02-18,12:55:00,12,837759,198031
OK,88,53,813,88,2014-02-18,13:05:00,8,838657,198031
OK,116,40,813,116,2014-02-18,13:15:00,15,839555,198031
OK,103,46,813,103,2014-02-18,13:25:00,12,840453,198031
OK,82,57,813,82,2014-02-18,13:35:00,7,841351,198031
OK,84,56,813,84,2014-02-18,13:45:00,2,842249,198031
OK,103,46,813,103,2014-02-18,13:55:00,2,843147,198031
OK,97,48,813,97,2014-02-18,14:05:00,15,844045,198031
OK,100,47,813,100,2014-02-18,14:15:00,9,844943,198031
OK,107,44,813,107,2014-02-18,14:25:00,18,845841,198031
OK,122,38,813,122,2014-02-18,14:35:00,8,846739,198031
OK,126,37,813,126,2014-02-18,14:45:00,17,847637,198031
OK,139,34,813,139,2014-02-18,14:55:00,22,848535,198031
OK,132,35,813,132,2014-02-18,15:05:00,28,849433,198031
OK,146,32,813,146,2014-02-18,15:15:00,20,850331,198031
OK,135,35,813,135,2014-02-18,15:25:00,15,851229,198031
OK,119,39,813,119,2014-02-18,15:35:00,17,852127,198031
OK,137,34,813,137,2014-02-18,15:45:00,24,853025,198031
OK,109,43,813,109,2014-02-18,15:55:00,17,853923,198031
OK,94,50,813,94,2014-02-18,16:10:00,10,854840,198031
OK,102,46,813,102,2014-02-18,16:20:00,10,855738,198031
OK,105,45,813,105,2014-02-18,16:30:00,11,856636,198031
OK,91,52,813,91,2014-02-18,16:40:00,10,857534,198031
OK,84,56,813,84,2014-02-18,16:50:00,7,858432,198031
OK,88,53,813,88,2014-02-18,17:00:00,8,859330,198031
OK,97,48,813,97,2014-02-18,17:10:00,6,860228,198031
OK,73,64,813,73,2014-02-18,17:20:00,6,861126,198031
OK,94,50,813,94,2014-02-18,17:30:00,5,862024,198031
OK,88,53,813,88,2014-02-18,17:40:00,14,862922,198031
OK,90,52,813,90,2014-02-18,17:50:00,5,863820,198031
OK,92,51,813,92,2014-02-18,18:00:00,4,864718,198031
OK,91,52,813,91,2014-02-18,18:10:00,3,865616,198031
OK,90,52,813,90,2014-02-18,18:20:00,8,866514,198031
OK,91,52,813,91,2014-02-18,18:30:00,3,867412,198031
OK,78,60,813,78,2014-02-18,18:40:00,1,868310,198031
OK,89,53,813,89,2014-02-18,18:50:00,4,869208,198031
OK,75,63,813,75,2014-02-18,19:00:00,2,870106,198031
OK,85,55,813,85,2014-02-18,19:10:00,0,871004,198031
OK,73,64,813,73,2014-02-18,19:20:00,5,871902,198031
OK,65,72,813,65,2014-02-18,19:30:00,3,872800,198031
OK,80,59,813,80,2014-02-18,19:40:00,4,873698,198031
OK,77,61,813,77,2014-02-18,19:50:00,4,874596,198031
OK,83,57,813,83,2014-02-18,20:00:00,6,875494,198031
OK,69,68,813,69,2014-02-18,20:10:00,3,876392,198031
OK,82,57,813,82,2014-02-18,20:20:00,4,877290,198031
OK,93,51,813,93,2014-02-18,20:30:00,3,878188,198031
OK,68,69,813,68,2014-02-18,20:40:00,1,879086,198031
OK,79,60,813,79,2014-02-18,20:50:00,3,879984,198031
OK,79,60,813,79,2014-02-18,21:00:00,2,880882,198031
OK,81,58,813,81,2014-02-18,21:10:00,2,881717,198031
OK,74,64,813,74,2014-02-18,21:20:00,4,882571,198031
OK,71,66,813,71,2014-02-18,21:30:00,3,883396,198031
OK,87,54,813,87,2014-02-18,21:40:00,1,884218,198031
OK,77,61,813,77,2014-02-18,21:50:00,1,885116,198031
OK,77,61,813,77,2014-02-18,22:00:00,0,885865,198031
OK,91,52,813,91,2014-02-18,22:10:00,2,886747,198031
OK,82,57,813,82,2014-02-18,22:20:00,2,887645,198031
OK,90,52,813,90,2014-02-18,22:30:00,2,888543,198031
OK,90,52,813,90,2014-02-18,22:40:00,0,889376,198031
OK,67,70,813,67,2014-02-18,22:50:00,1,890226,198031
OK,67,70,813,67,2014-02-18,23:00:00,0,891064,198031
OK,67,70,813,67,2014-02-18,23:10:00,0,891962,198031
OK,67,70,813,67,2014-02-18,23:20:00,0,892834,198031
OK,67,70,813,67,2014-02-18,23:30:00,0,893708,198031
OK,67,70,813,67,2014-02-18,23:40:00,0,894429,198031
OK,72,65,813,72,2014-02-18,23:50:00,1,895099,198031
