status,avgMeasuredTime,avgSpeed,extID,medianMeasuredTime,date,time,vehicleCount,X_id,REPORT_ID
OK,71,66,813,71,2014-02-17,00:00:00,0,639529,198031
OK,71,66,813,71,2014-02-17,00:10:00,0,640427,198031
OK,71,66,813,71,2014-02-17,00:20:00,0,641325,198031
OK,71,66,813,71,2014-02-17,00:30:00,0,642223,198031
OK,71,66,813,71,2014-02-17,00:40:00,0,643121,198031
OK,71,66,813,71,2014-02-17,00:50:00,0,644019,198031
OK,71,66,813,71,2014-02-17,01:00:00,0,644917,198031
OK,69,68,813,69,2014-02-17,01:15:00,1,646264,198031
OK,69,68,813,69,2014-02-17,01:25:00,0,647162,198031
OK,69,68,813,69,2014-02-17,01:35:00,0,648060,198031
OK,69,68,813,69,2014-02-17,01:45:00,0,648958,198031
OK,69,68,813,69,2014-02-17,01:55:00,0,649856,198031
OK,69,68,813,69,2014-02-17,02:05:00,0,650754,198031
OK,83,57,813,83,2014-02-17,02:15:00,1,651652,198031
OK,73,64,813,73,2014-02-17,02:25:00,0,652550,198031
OK,73,64,813,73,2014-02-17,02:35:00,0,653448,198031
OK,73,64,813,73,2014-02-17,02:45:00,0,654346,198031
OK,73,64,813,73,2014-02-17,02:55:00,0,655244,198031
OK,64,74,813,64,2014-02-17,03:05:00,1,656142,198031
OK,64,74,813,64,2014-02-17,03:15:00,0,657040,198031
OK,64,74,813,64,2014-02-17,03:25:00,0,657938,198031
OK,64,74,813,64,2014-02-17,03:35:00,0,658836,198031
OK,64,74,813,64,2014-02-17,03:45:00,0,659734,198031
OK,64,74,813,64,2014-02-17,03:55:00,0,660632,198031
OK,64,74,813,64,2014-02-17,04:05:00,0,661530,198031
OK,64,74,813,64,2014-02-17,04:15:00,0,662428,198031
OK,78,60,813,78,2014-02-17,04:25:00,1,663326,198031
OK,78,60,813,78,2014-02-17,04:35:00,0,664224,198031
OK,71,66,813,71,2014-02-17,04:45:00,1,665122,198031
OK,89,53,813,89,2014-02-17,04:55:00,1,666020,198031
OK,89,53,813,89,2014-02-17,05:05:00,0,666918,198031
OK,89,53,813,89,2014-02-17,05:15:00,3,667816,198031
OK,75,63,813,75,2014-02-17,05:25:00,2,668714,198031
OK,113,41,813,113,2014-02-17,05:35:00,7,669612,198031
OK,99,47,813,99,2014-02-17,05:45:00,3,670510,198031
OK,94,50,813,94,2014-02-17,05:55:00,3,671408,198031
OK,89,53,813,89,2014-02-17,06:05:00,5,672306,198031
OK,96,49,813,96,2014-02-17,06:15:00,5,673204,198031
OK,110,43,813,110,2014-02-17,06:25:00,5,674102,198031
OK,115,41,813,115,2014-02-17,06:35:00,4,675000,198031
OK,110,43,813,110,2014-02-17,06:45:00,5,675898,198031
OK,100,47,813,100,2014-02-17,06:55:00,6,676796,198031
OK,121,39,813,121,2014-02-17,07:05:00,6,677694,198031
OK,143,33,813,143,2014-02-17,07:15:00,4,678592,198031
OK,83,57,813,83,2014-02-17,07:25:00,4,679490,198031
